molecule_chembl_id,canonical_smiles,standard_value
CHEMBL323197,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,14100.0
CHEMBL4167681,CCCCCCCCCCOc1cc(C(=O)NO)ccc1OC,890.0
CHEMBL320658,COc1c(O)cc(O)c(C(=O)c2c(O)cc(O)cc2O)c1CC=C(C)C,14700.0
CHEMBL109045,COc1cc(C(=O)c2c(O)cc(O)c(CC=C(C)C)c2O)c(O)cc1O,66000.0
CHEMBL4464068,CCCCCCCCCCOc1cc(C(=O)NO)on1,360.0
CHEMBL4551503,O=C(NO)c1cc(OCc2ccc(-c3ccc(Cl)cc3)cc2)no1,320.0
CHEMBL4517596,O=C(NO)c1cccc(OCc2ccc(-c3ccc(Cl)cc3)cc2)c1,8960.0
CHEMBL4464117,COc1ccc(C(=O)NO)cc1OCc1ccc(-c2ccc(Cl)cc2)cc1,340.0
CHEMBL4464771,O=C(NO)c1cccc(OCc2ccc(-c3noc(Cc4ccccc4)n3)cc2)c1,7830.0
CHEMBL4175734,CCOc1ccc2oc(-c3cc(Br)cc4c3OCOC4)c(N)c(=O)c2c1,3100.0
CHEMBL458845,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1C/C=C(\C)CCC=C(C)C,19200.0
CHEMBL4471880,O=C(NO)c1cc(OCc2ccc(-c3ccccc3)cc2)no1,880.0
CHEMBL3261720,COc1c(O)cc2oc3cc(O)c(CCC(C)C)c(O)c3c(=O)c2c1CCC(C)C,10900.0
CHEMBL4449978,O=C(NO)c1cccc(OCc2ccc(-c3noc(CCc4ccccc4)n3)cc2)c1,1730.0
CHEMBL4462822,COc1ccc(C(=O)NO)cc1OCc1ccc(-c2cccnc2)cc1,4970.0
CHEMBL4465034,CCCCCCc1ccc(COc2cccc(C(=O)NO)c2)cc1,2110.0
CHEMBL4169193,COc1cc(CCN(C)CCCn2c3ccccc3c3ccccc32)c(OC)cc1CCN(C)CCCn1c2ccccc2c2ccccc21,10000.0
CHEMBL4177055,COc1ccc(CCN(C)CCn2c3ccccc3c3ccccc32)cc1,6000.0
CHEMBL4172894,COc1ccc(CCN2CCN(CCn3c4ccccc4c4ccccc43)CC2)cc1,33000.0
CHEMBL310981,CCCCCCCCCCCCCCCC(=O)N[C@@H](CC(F)(F)P(=O)(O)O)[C@H](O)c1ccccc1,49000.0
CHEMBL4160021,COc1ccc(CCN(C)CCCn2c3ccccc3c3ccccc32)cc1OC,14000.0
CHEMBL4167275,COc1ccc(CCN(C)CCCn2c3ccccc3c3ccccc32)cc1,13000.0
CHEMBL4163177,COc1ccc(CC(=O)N(C)CCCn2c3ccccc3c3ccccc32)cc1,250000.0
CHEMBL4172047,COc1ccc(CN(C)CCCn2c3ccccc3c3ccccc32)cc1,29000.0
CHEMBL4161288,COc1ccc(CCN(C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)n2c3ccccc3c3ccccc32)cc1,250000.0
CHEMBL4162909,COc1ccc(CCN(C)CCCN2c3ccccc3Sc3ccccc32)cc1,9000.0
CHEMBL4173624,COc1ccc(CCN(C)CCCN2c3ccccc3Sc3ccccc32)cc1OC,16000.0
CHEMBL4159553,COc1ccc(CCN(C)CCN2c3ccccc3Sc3ccccc32)cc1,15000.0
CHEMBL4170183,COc1ccc(CCN(C)CCN2c3ccccc3Sc3ccc(Cl)cc32)cc1OC,250000.0
CHEMBL4160093,COc1ccc(CCN(C)CCCN2c3ccccc3Sc3ccc(Cl)cc32)cc1,134000.0
CHEMBL4175839,COc1ccc(CCN(C)CCCN2c3ccccc3Sc3ccc(Cl)cc32)cc1OC,12000.0
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,11000.0
CHEMBL4169496,COc1ccc(CCN2CCCn3c4c(c5ccccc53)CCCC42)cc1,15000.0
CHEMBL4176691,COc1ccc(CCN2CCn3c4c(c5ccccc53)CCCC42)cc1,250000.0
CHEMBL4166075,COc1ccc(CCN(C)CCCn2ccc3ccccc32)cc1,21000.0
CHEMBL4168410,COc1ccc(Cn2c3ccccc3c3ccccc32)cc1,156000.0
CHEMBL4170078,COc1ccc(CCN2[C@H](C)CN(CCCn3c4ccccc4c4ccccc43)C[C@@H]2C)cc1OC,141000.0
CHEMBL4164995,COc1ccc(CCN2[C@H](C)CN(CCCn3c4ccccc4c4ccccc43)C[C@@H]2C)cc1,9000.0
CHEMBL4173213,COc1ccc(CCN(C)CCCN2c3ccccc3CCc3ccccc32)cc1OC,31000.0
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,5000.0
CHEMBL4176988,COc1ccc(CC(=O)N(C)CCCN2c3ccccc3Sc3ccc(Cl)cc32)cc1OC,250000.0
CHEMBL4169190,COc1ccc(CCN(C)CCC=C2c3ccccc3CCc3ccccc32)cc1OC,10000.0
CHEMBL4167686,COc1ccc(CCN(C)CCC=C2c3ccccc3CCc3ccccc32)cc1,10000.0
CHEMBL4164240,COc1ccc(CCN(C)CCCN2C(=O)COc3ccccc32)cc1,38000.0
CHEMBL1579112,COc1ccc(CN2C(=O)COc3ccccc32)cc1,250000.0
CHEMBL4174494,COc1ccc(CCNCCNc2cccc3ccccc23)cc1,116000.0
CHEMBL4163833,COc1ccc(CCNCc2cccc3ccccc23)cc1OC,96000.0
CHEMBL4161868,COc1ccc(CCN(C)CCCN2c3ccccc3Oc3ccccc32)cc1OC,13000.0
CHEMBL4166367,COc1ccc(CCN(C)CCCN2c3ccccc3Oc3ccccc32)cc1,25000.0
CHEMBL4168784,COc1ccc(CCN(C)CCN2c3ccccc3CCc3ccccc32)cc1OC,14000.0
CHEMBL4160852,COc1ccc(CCN(C)CCN2c3ccccc3CCc3ccccc32)cc1,17000.0
CHEMBL4165364,COc1ccc(CC(=O)N(C)CCN2c3ccccc3CCc3ccccc32)cc1,250000.0
CHEMBL4175979,COc1ccc(CCN2CCCN(C3c4ccccc4CCc4ccccc43)C2)cc1,11000.0
CHEMBL4161928,COc1ccc(CCN2CCCN(C3c4ccccc4CCc4ccccc43)C2)cc1OC,22000.0
CHEMBL4166350,COc1ccc(CCNCCCNC2c3ccccc3CCc3ccccc32)cc1OC,39000.0
CHEMBL4172134,COc1ccc(CCN(C)CCCN2c3ccccc3CCc3ccccc32)cc1,16000.0
CHEMBL4169787,COc1ccc(CCN2[C@H](C)CN(CCCN3c4ccccc4Oc4ccccc43)C[C@@H]2C)cc1,43000.0
CHEMBL4175550,CCCCCCCCCCCCOc1cc(C(=O)NO)ccc1OC,18550.0
CHEMBL4160451,CCCCCCCCOc1cc(C(=O)NO)ccc1OC,16090.0
CHEMBL4159359,CCCCCCCCCCOc1cc(C(=O)NO)ccc1O,17430.0
CHEMBL4163829,CCCCCCCCCCOc1cc(C(=O)NCCO)ccc1OC,71000.0
CHEMBL4167496,CCCCCCCCCCOc1cccc(C(=O)NO)c1,1420.0
CHEMBL4171926,CCCCCCCCCCCCOc1cccc(C(=O)NO)c1,13060.0
CHEMBL4175958,CCCCCCCCCCOc1cc(C(=O)NCC(C)O)ccc1OC,85200.0
CHEMBL4175373,CCCCCCCCOc1cccc(C(=O)NO)c1,17420.0
CHEMBL4160651,N#Cc1ccc(COc2cccc(C(=O)NO)c2)cc1,52870.0
CHEMBL4159268,COc1ccc(COc2cccc(C(=O)NO)c2)cc1,42680.0
CHEMBL4169530,COc1ccc(C(=O)NO)cc1OCc1ccc(Br)cc1,7780.0
CHEMBL1997732,O=C(NO)c1cccc(OCc2ccc(Br)cc2)c1,19420.0
CHEMBL4163007,CCCCCCCCCC(N)(OP(=O)(O)O)OP(=O)(O)O,20.0
CHEMBL4176817,CCCCCCCCCCCC(O)(OP(=O)(O)O)OP(=O)(O)O,70.0
CHEMBL3797516,COc1ccc(C(=O)NO)cc1OCc1ccccc1,10490.0
CHEMBL4168574,O=C(NO)c1cccc(OCc2ccccc2)c1,60420.0
CHEMBL4175277,CCCCCCCCCCCCS(=O)(=O)O[C@H]1OC(O)[C@H](OP(=O)(O)O)[C@@H](O)[C@@H]1OP(=O)(O)O,440.0
CHEMBL4172326,CCCCCCCCCCC(OP(=O)(O)O)OP(=O)(O)O,310.0
CHEMBL3349692,O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H]1O,26700.0
CHEMBL1993056,COc1ccc(/C=N/NC(=O)c2[nH]c3ccc(Cl)cc3c2-c2ccccc2)c(C(=O)O)c1OC,14125.4
CHEMBL1452197,Cc1cc2[nH]c(=O)c(=O)[nH]c2cc1S(=O)(=O)N1CCN(c2cccc(Cl)c2)CC1,19952.6
CHEMBL4160348,CCN(CC)C(=O)/C=C/Cc1c(O)c(OC)cc2oc3cc(OC)cc(O)c3c(=O)c12,4890.0
CHEMBL4175871,COc1ccc(CCNCc2cccc3ccccc23)cc1,240000.0
CHEMBL4172111,COc1ccc(CCNCCNc2cccc3ccccc23)cc1OC,112000.0
CHEMBL1927724,COc1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cc1,250000.0
CHEMBL4162736,COc1ccc(Cn2c(=O)c3ccccc3n(Cc3ccc(OC)cc3)c2=O)cc1,250000.0
CHEMBL4161258,COc1ccc(CCN(C)CCCN(c2ccccc2)c2ccccc2)cc1OC,56000.0
CHEMBL4170672,COc1ccc(CCN(C)CCCN2Cc3ccccc3CCc3ccccc32)cc1,17000.0
CHEMBL4171867,COc1ccc(CCN(C)CCCN(c2ccccc2)c2ccccc2)cc1,250000.0
CHEMBL4174553,COc1ccc(CCN(Cc2ccccc2)c2ccccn2)cc1,250000.0
CHEMBL4177052,COc1ccc(CCNCCCNC2c3ccccc3CCc3ccccc32)cc1,17000.0
CHEMBL4164255,COc1ccc(CC(=O)N(C)CCCN2c3ccccc3CCc3ccccc32)cc1,107000.0
CHEMBL4167088,CCCCCCCCCCCC(N)(OP(=O)(O)O)OP(=O)(O)O,290.0
CHEMBL3421823,COc1cc2oc3cc(OC)c(CC=C(C)C)c(O)c3c(=O)c2c(CC=C(C)C)c1O,169600.0
CHEMBL4162562,O=c1cc(-c2ccc3c(c2)OCCCO3)oc2c1ccc1ccccc12,24250.0
CHEMBL1986027,CC1=C(C(=O)Nc2ccccc2)C(c2ccc(Cl)cc2)n2c(s/c(=C/c3cccc(OCC(=O)O)c3)c2=O)=N1,25118.9
CHEMBL4159912,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)cc1I,39810.7
CHEMBL4170563,CCCCCCCC1Cc2cc(O)c(C(=O)O)c(O)c2C(C)O1,68700.0
CHEMBL1620365,CCCCCCCCOC(=O)c1c(CSC(=N)N)n(C)c2cc(Br)c(OC(C)=O)cc12,31622.8
CHEMBL4168652,CCNC(=O)/C=C/Cc1c(O)c(OC)cc2oc3cc(OC)cc(O)c3c(=O)c12,4890.0
CHEMBL4175453,Cc1csc(-c2c(C(F)(F)F)oc3cc(O)c(C)cc3c2=O)n1,10720.0
CHEMBL4176510,COc1cc(/C=C2/SC(=S)N(Nc3ncc(C(F)(F)F)cc3Cl)C2=O)cc(OC)c1OC,28183.8
CHEMBL1600150,Cc1c(C(=O)Nc2cccc(C(F)(F)F)c2)oc2ccc(S(=O)(=O)N3CCOCC3)cc12,22382.7
CHEMBL4167627,O=C(c1cc(-c2ccccc2)n(-c2ccc(Cl)cc2Cl)n1)N1CCOCC1,28183.8
CHEMBL4588641,CCCCCCc1ccc(COc2cc(C(=O)NO)ccc2OC)cc1,1960.0
CHEMBL1399744,COc1ccc(NC(=O)Cc2coc3ccc4ccccc4c23)cc1S(=O)(=O)N1CCOCC1,14125.4
CHEMBL1335016,Cc1cc2[nH]c(=O)c(=O)[nH]c2cc1S(=O)(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1,19952.6
CHEMBL4169019,CCCCCCCC(OP(=O)(O)O)OP(=O)(O)O,350.0
CHEMBL4470582,O=C(NO)c1cccc(OCc2ccc(-c3ccccc3)cc2)c1,19610.0
CHEMBL4541230,O=C(NO)c1cccc(OCc2ccc(-c3cccnc3)cc2)c1,52300.0
CHEMBL4172049,CC(C)N1C(=N)/C(=C\c2nc(=O)c3ccccc3[nH]2)c2ccccc21,31622.8
CHEMBL4446879,COc1ccc(C(=O)NO)cc1OCc1ccc(-c2ccccc2)cc1,3630.0
CHEMBL4534608,O=C(NO)c1cccc(OCc2ccc(-c3noc(-c4ccccc4)n3)cc2)c1,100000.0
CHEMBL4539103,O=C(NO)c1cccc(OCc2ccc(-c3noc(-c4ccc(Br)cc4)n3)cc2)c1,100000.0
CHEMBL4450680,O=C(NO)c1cccc(OCc2ccc(/C=C/c3ccccc3)cc2)c1,100000.0
CHEMBL4464443,CCc1nc(-c2ccc(COc3cccc(C(=O)NO)c3)cc2)no1,34720.0
CHEMBL4531162,O=C(NO)c1cccc(OCc2ccc(-c3noc(-c4cccc(F)c4)n3)cc2)c1,100000.0
CHEMBL4454903,O=C(NO)c1cccc(OCc2ccc(-c3noc(-c4ccccc4F)n3)cc2)c1,100000.0
CHEMBL4520414,CCc1nc(-c2ccc(COc3cc(C(=O)NO)ccc3OC)cc2)no1,8220.0
CHEMBL4441973,COc1ccc(C(=O)NO)cc1OCc1ccc(-c2noc(-c3ccccc3)n2)cc1,15910.0
CHEMBL4450237,COc1ccc(C(=O)NO)cc1OCc1ccc(-c2noc(-c3ccc(Br)cc3)n2)cc1,100000.0
CHEMBL600243,CCCCCCS(=O)(=O)OC[C@H]1OC(O)[C@H](OP(=O)(O)O)[C@@H](O)[C@@H]1OP(=O)(O)O,4160.0
CHEMBL4161092,CCCCCCCCCC(OP(=O)(O)O)OP(=O)(O)O,300.0
CHEMBL600442,CCCCCCCCS(=O)(=O)OC[C@H]1OC(O)[C@H](OP(=O)(O)O)[C@@H](O)[C@@H]1OP(=O)(O)O,2340.0
CHEMBL4472122,COc1ccc(C(=O)NO)cc1OCc1noc(-c2cccc(Cl)c2)n1,9220.0
CHEMBL4580368,COc1ccc(C(=O)NO)cc1OCc1noc(-c2ccccc2F)n1,21600.0
CHEMBL4527059,COc1ccc(C(=O)NO)cc1OCc1noc(-c2ccccc2)n1,36450.0
CHEMBL4527311,COc1ccc(-c2nc(COc3cc(C(=O)NO)ccc3OC)no2)cc1OC,13780.0
CHEMBL4549543,COc1ccc(C(=O)NO)cc1OCc1noc(-c2ccc(Cl)cc2)n1,21610.0
CHEMBL4553570,CCCCCCCC(N)(P(=O)(O)O)P(=O)(O)O,20.0
CHEMBL254832,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,5600.0
CHEMBL4451474,COc1c(O)cc2oc3cc(O)c(C/C=C(\C)CO)c(O)c3c(=O)c2c1C/C=C(\C)CCC=C(C)C,10900.0
CHEMBL5276301,CCCCCCn1cc(C(N)(CO)CO)nn1,1860.0
CHEMBL5271590,CCCCCCCn1cc(C(N)(CO)CO)nn1,1820.0
CHEMBL5273927,CCCCCCCCn1cc(C(N)(CO)CO)nn1,1750.0
CHEMBL5273649,CCCCCCCCCn1cc(C(N)(CO)CO)nn1,1140.0
CHEMBL5416755,O=C(NO)c1nc(COc2ccc(-c3ccccc3)cc2)no1,830.0
CHEMBL5409988,O=C(NO)c1nc(COc2ccc(-c3ccc(Cl)cc3)cc2)no1,470.0
CHEMBL5439648,O=C(NO)c1noc(COc2ccc(-c3ccccc3)cc2)n1,4910.0
CHEMBL5396441,O=C(Cc1noc(COc2ccc(-c3ccccc3)cc2)n1)NO,50000.0
CHEMBL5434322,O=C(NO)c1noc(COc2ccc(-c3ccc(Cl)cc3)cc2)n1,300.0
CHEMBL5430160,O=C(Cc1noc(COc2ccc(-c3ccc(Cl)cc3)cc2)n1)NO,18730.0
CHEMBL5398396,O=C(Cc1noc(-c2ccc(Br)cc2)n1)NO,50000.0
CHEMBL3771009,O=C(NO)c1noc(-c2ccc(Br)cc2)n1,37310.0
CHEMBL5415747,O=C(NO)c1cc(-c2ccc(-c3ccc(Cl)cc3)cc2)on1,50000.0
CHEMBL5413803,O=C(NO)c1nnc(-c2ccc(-c3ccc(Cl)cc3)cc2)o1,510.0
CHEMBL5436658,O=C(Cc1noc(-c2ccc(-c3ccc(Cl)cc3)cc2)n1)NO,50000.0
CHEMBL5401959,CC(C)COc1ccc(-c2nnc(C(=O)NO)o2)cc1,810.0
CHEMBL5424474,CC(C)COc1ccc(-c2cc(C(=O)NO)no2)cc1,6730.0
CHEMBL5421810,CCCCOc1ccc(-c2cc(C(=O)NO)no2)cc1,1000.0
CHEMBL5423952,O=C(NO)c1cc(-c2ccc(OCc3ccccc3)cc2)on1,7900.0
CHEMBL5440976,O=C(NO)c1nc(-c2ccc(COc3ccccc3)cc2)no1,3300.0
CHEMBL5425716,O=C(NO)c1nc(-c2ccc(COc3ccc(C(F)(F)F)cc3)cc2)no1,8100.0
CHEMBL5440807,O=C(NO)c1nc(-c2ccc(COc3ccc(Cl)cc3)cc2)no1,4200.0
CHEMBL5415713,O=C(NO)c1nc(-c2ccc(COc3cccc(Cl)c3)cc2)no1,8400.0
CHEMBL5395183,O=C(NO)c1nc(-c2ccc(COc3ccc(Br)cc3)cc2)no1,1500.0
